1,0,0
12,750000,0
14,0,0
15,0,0
50,0,0
53,0,0
55,0,0
61,0,18130888
63,6e+06,1300000
68,0,0
73,0,0
75,2.5e+07,77208711
80,0,0
85,0,0
89,0,0
90,1.2e+07,19271312
91,7300000,0
92,2e+07,72258126
97,0,486021
99,4e+06,907456
100,0,0
101,1.5e+07,3675201
108,0,3803298
117,2.5e+07,171600000
118,7500000,231411584
121,12899867,85582407
123,2e+06,20908467
125,3800000,2725258
129,1500000,11098131
141,2e+07,23875127
142,9e+06,39723096
143,4500000,7390108
144,4e+06,16491080
146,1.6e+07,24377151
147,2200000,26589000
148,806948,3.2e+07
150,0,0
154,0,0
158,0,4500000
159,6e+06,1270522
161,8e+06,213928762
162,1e+06,36764313
164,878000,10462500
170,7e+06,60611975
171,3800000,4307000
172,927262,2500000
174,2e+06,1.1e+07
176,795000,0
180,3200000,33395426
185,0,0
186,2.8e+07,33139618
187,1.5e+07,20117339
188,4e+06,38251425
189,27000,3151130
190,1e+07,16680836
192,1200000,14661007
193,3e+06,104945305
194,2500000,5535405
195,2700000,15992615
196,10000,7e+06
197,3e+06,10012022
202,1.7e+07,46357676
203,2e+06,9250000
204,1300000,28262574
208,0,0
209,0,0
211,1.5e+07,0
213,0,0
215,18500000,10680275
216,3e+06,0
217,0,0
220,0,0
227,3500000,2015810
229,0,0
230,2.1e+07,71441250
232,5e+06,42365581
233,5e+05,0
234,0,0
235,150000,83957
236,0,596349
240,5952000,2120439
247,4e+05,46118097
249,2500000,0
250,0,0
252,0,0
253,22500,0
254,2.3e+07,43984230
255,0,19516000
256,3800000,23689877
258,1.3e+07,22863596
260,0,0
261,3.7e+07,48451803
264,0,0
272,0,0
273,1e+06,0
274,0,0
278,1e+06,0
283,7362000,0
285,839727,23217674
286,6500000,37295445
287,5e+06,33616692
289,4e+06,119723856
290,5.2e+07,98126565
292,1500000,7412216
293,1500000,2375097
294,0,0
299,0,0
303,10500000,68700000
304,0,30878
306,9e+06,0
313,6e+06,10409377
314,6900000,7993039
315,1800000,9440272
317,2500000,4736202
318,114000,3e+07
319,4e+05,5028948
320,1.5e+07,46189568
322,6.5e+07,162091208
324,220000,2040920
325,6e+06,3e+07
326,4e+06,1794187
327,1.9e+07,32801173
331,7e+05,4911725
332,1200000,0
333,9e+06,17096053
336,1.8e+07,8038061
339,2479000,2.8e+07
340,1.5e+07,56255142
345,0,0
346,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
363,0,153936
365,0,0
366,0,0
368,0,0
371,0,0
373,0,0
375,0,0
376,0,6110979
378,3705538,62548947
381,4.8e+07,207515725
382,7e+06,116700000
384,12500000,10725228
388,1e+07,0
390,1e+07,21786738
393,2.1e+07,0
395,0,0
396,2500000,11403529
400,0,1524966
403,2380000,8176544
404,3e+05,0
405,1.9e+07,44017374
407,0,3176880
408,0,0
417,5e+06,3263585
419,0,5507396
420,0,0
424,5e+06,3049135
425,0,0
426,1800000,8e+06
428,0,0
429,0,6e+05
430,0,0
431,9e+05,0
432,0,0
433,0,0
438,0,0
441,0,0
443,0,0
444,0,0
445,0,0
446,0,0
447,320000,0
448,935000,0
449,1.2e+07,6e+07
450,1.1e+07,2e+07
451,0,0
455,0,39388
456,0,0
459,0,0
463,2e+05,0
467,0,0
477,0,2724474
479,12800000,40031879
484,3e+06,108981275
486,1.8e+07,2.3e+07
487,2.5e+07,65884703
488,6e+06,245066411
489,0,39946780
490,6400000,40084041
491,1e+07,10389003
492,0,0
493,4.4e+07,3484331
498,1.5e+07,69995385
499,2500000,9500000
505,3.2e+07,60740827
506,1.1e+07,104931801
509,4500000,13417292
510,0,0
511,0,0
513,0,0
514,0,0
515,0,0
520,0,0
521,1680000,0
522,0,0
525,0,0
526,5800000,257043
527,0,0
528,1.9e+07,272742922
533,0,0
534,0,0
535,4e+06,2826523
