878,Science Fiction
18,Drama
28,Action
12,Adventure
35,Comedy
9648,Mystery
10749,Romance
16,Animation
14,Fantasy
99,Documentary
53,Thriller
10769,Foreign
80,Crime
36,History
37,Western
27,Horror
10752,War
10751,Family
10402,Music
10770,TV Movie
