301,Jean-Pierre Dardenne,http://mubi.com/cast/jean-pierre-dardenne
2217,Ken Loach,http://mubi.com/cast/ken-loach
4470,Peter Jackson,http://mubi.com/cast/peter-jackson
4145,Todd Haynes,http://mubi.com/cast/todd-haynes
4485,Elia Kazan,http://mubi.com/cast/elia-kazan
4501,Howard Hawks,http://mubi.com/cast/howard-hawks
4512,Richard Rosson,http://mubi.com/cast/richard-rosson
4534,Josef von Sternberg,http://mubi.com/cast/josef-von-sternberg
4582,Jean Vigo,http://mubi.com/cast/jean-vigo
1716,Carl Theodor Dreyer,http://mubi.com/cast/carl-theodor-dreyer
4636,Samuel Fuller,http://mubi.com/cast/samuel-fuller
4769,Kelly Reichardt,http://mubi.com/cast/kelly-reichardt
4812,Lisandro Alonso,http://mubi.com/cast/lisandro-alonso
71780,Steve McQueen,http://mubi.com/cast/steve-mcqueen-d64e182f-1fd3-446f-8b14-237f8a71bd6b
1819,Miloš Forman,http://mubi.com/cast/milos-forman
4106,Brian De Palma,http://mubi.com/cast/brian-de-palma
13091,Francis Ford Coppola,http://mubi.com/cast/francis-ford-coppola
2207,Michael Cimino,http://mubi.com/cast/michael-cimino
5027,Blake Edwards,http://mubi.com/cast/blake-edwards
3520,John Cassavetes,http://mubi.com/cast/john-cassavetes
2996,Dario Argento,http://mubi.com/cast/dario-argento
1967,Alejandro Jodorowsky,http://mubi.com/cast/alejandro-jodorowsky
5150,Roy Ward Baker,http://mubi.com/cast/roy-ward-baker
5169,Nicolas Roeg,http://mubi.com/cast/nicolas-roeg
1807,Agnès Varda,http://mubi.com/cast/agnes-varda
2153,Alex Cox,http://mubi.com/cast/alex-cox
5209,Alberto Lattuada,http://mubi.com/cast/alberto-lattuada
3660,Jonathan Demme,http://mubi.com/cast/jonathan-demme
5286,Hiroshi Teshigahara,http://mubi.com/cast/hiroshi-teshigahara
5295,Allen Baron,http://mubi.com/cast/allen-baron
5303,Paul Verhoeven,http://mubi.com/cast/paul-verhoeven
5306,Ludwig Berger,http://mubi.com/cast/ludwig-berger
5307,Tim Whelan,http://mubi.com/cast/tim-whelan
5308,Alexander Korda,http://mubi.com/cast/alexander-korda
5342,Zoltán Korda,http://mubi.com/cast/zoltan-korda
5343,William Cameron Menzies,http://mubi.com/cast/william-cameron-menzies
5320,Les Blank,http://mubi.com/cast/les-blank
5323,Stuart Cooper,http://mubi.com/cast/stuart-cooper
5324,Lodge Kerrigan,http://mubi.com/cast/lodge-kerrigan
5325,Dušan Makavejev,http://mubi.com/cast/dusan-makavejev
602,Andrzej Wajda,http://mubi.com/cast/andrzej-wajda
1322,Fritz Lang,http://mubi.com/cast/fritz-lang
5333,John Mackenzie,http://mubi.com/cast/john-mackenzie
5355,Paul Morrissey,http://mubi.com/cast/paul-morrissey
33841,Antonio Margheriti,http://mubi.com/cast/antonio-margheriti
5368,Peter Brook,http://mubi.com/cast/peter-brook
5531,Peter Weir,http://mubi.com/cast/peter-weir
5627,Robert J. Flaherty,http://mubi.com/cast/robert-j-flaherty
5796,Michael Bay,http://mubi.com/cast/michael-bay
5871,Leonard Kastle,http://mubi.com/cast/leonard-kastle
11468,Irving Pichel,http://mubi.com/cast/irving-pichel
10344,Ernest B. Schoedsack,http://mubi.com/cast/ernest-b-schoedsack
5935,Erik Skjoldbjærg,http://mubi.com/cast/erik-skjoldbjaerg
1558,Paul Schrader,http://mubi.com/cast/paul-schrader
6049,Claude Jutra,http://mubi.com/cast/claude-jutra
1191,Rainer Werner Fassbinder,http://mubi.com/cast/rainer-werner-fassbinder
4676,Anthony Mann,http://mubi.com/cast/anthony-mann
6182,Al Reinert,http://mubi.com/cast/al-reinert
6214,Philip Kaufman,http://mubi.com/cast/philip-kaufman
6277,Stanley Donen,http://mubi.com/cast/stanley-donen
6337,Herk Harvey,http://mubi.com/cast/herk-harvey
6439,René Clair,http://mubi.com/cast/rene-clair
6607,Perry Henzell,http://mubi.com/cast/perry-henzell
6696,Irvin S. Yeaworth Jr.,http://mubi.com/cast/irvin-s-yeaworth
6716,Arthur Crabtree,http://mubi.com/cast/arthur-crabtree
6766,Douglas Sirk,http://mubi.com/cast/douglas-sirk
6876,Preston Sturges,http://mubi.com/cast/preston-sturges
6962,Bertrand Tavernier,http://mubi.com/cast/bertrand-tavernier
3942,Jacques Tati,http://mubi.com/cast/jacques-tati
7213,Gregory La Cava,http://mubi.com/cast/gregory-la-cava
7291,Bruce Robinson,http://mubi.com/cast/bruce-robinson
5547,Ronald Neame,http://mubi.com/cast/ronald-neame
7347,John Schlesinger,http://mubi.com/cast/john-schlesinger
6816,Charlotte Zwerin,http://mubi.com/cast/charlotte-zwerin
6815,Albert Maysles,http://mubi.com/cast/albert-maysles
6814,David Maysles,http://mubi.com/cast/david-maysles
7369,Ellen Hovde,http://mubi.com/cast/ellen-hovde
7370,Muffie Meyer,http://mubi.com/cast/muffie-meyer
5298,Louis Malle,http://mubi.com/cast/louis-malle
7467,Peter Medak,http://mubi.com/cast/peter-medak
3270,Jean Renoir,http://mubi.com/cast/jean-renoir
4042,Henri-Georges Clouzot,http://mubi.com/cast/henri-georges-clouzot
7616,Francesco Rosi,http://mubi.com/cast/francesco-rosi
7714,David Gordon Green,http://mubi.com/cast/david-gordon-green
7789,James Cameron,http://mubi.com/cast/james-cameron
7799,Otto Preminger,http://mubi.com/cast/otto-preminger
7844,Peter Davis,http://mubi.com/cast/peter-davis
7903,Lynne Ramsay,http://mubi.com/cast/lynne-ramsay
8050,D.A. Pennebaker,http://mubi.com/cast/d-a-pennebaker
8079,Chris Hegedus,http://mubi.com/cast/chris-hegedus
8086,Ernst Lubitsch,http://mubi.com/cast/ernst-lubitsch
8114,Robert Siodmak,http://mubi.com/cast/robert-siodmak
8127,Don Siegel,http://mubi.com/cast/don-siegel
8188,Sam Peckinpah,http://mubi.com/cast/sam-peckinpah
8256,Derek Jarman,http://mubi.com/cast/derek-jarman
8473,William Greaves,http://mubi.com/cast/william-greaves
8448,John Ford,http://mubi.com/cast/john-ford
8695,Costa-Gavras,http://mubi.com/cast/costa-gavras
8746,Whit Stillman,http://mubi.com/cast/whit-stillman
8794,Maurice Pialat,http://mubi.com/cast/maurice-pialat
8804,Jack Woods,http://mubi.com/cast/jack-woods
8811,Mark Thomas McGee,http://mubi.com/cast/mark-thomas-mcgee
8808,Dennis Muren,http://mubi.com/cast/dennis-muren
8947,Nobuo Nakagawa,http://mubi.com/cast/nobuo-nakagawa
9010,Allison Anders,http://mubi.com/cast/allison-anders
9011,Dean Lent,http://mubi.com/cast/dean-lent
9012,Kurt Voss,http://mubi.com/cast/kurt-voss
55262,Spencer Gordon Bennet,http://mubi.com/cast/spencer-gordon-bennet
9026,Robert Day,http://mubi.com/cast/robert-day
9077,Dudley Murphy,http://mubi.com/cast/dudley-murphy
9100,Oscar Micheaux,http://mubi.com/cast/oscar-micheaux
9109,Kenneth Macpherson,http://mubi.com/cast/kenneth-macpherson
9155,Pen Tennyson,http://mubi.com/cast/pen-tennyson
11469,Leo Hurwitz,http://mubi.com/cast/leo-hurwitz
9172,Paul Strand,http://mubi.com/cast/paul-strand
3926,Sidney Gilliat,http://mubi.com/cast/sidney-gilliat
7227,Jules Dassin,http://mubi.com/cast/jules-dassin
9268,Byron Haskin,http://mubi.com/cast/byron-haskin
9312,Lindsay Anderson,http://mubi.com/cast/lindsay-anderson
4188,David Mamet,http://mubi.com/cast/david-mamet
9528,Monte Hellman,http://mubi.com/cast/monte-hellman
9632,Milčo Mančevski,http://mubi.com/cast/milco-mancevski
9661,Martin Ritt,http://mubi.com/cast/martin-ritt
9710,James Whale,http://mubi.com/cast/james-whale
9838,Raymond Bernard,http://mubi.com/cast/raymond-bernard
4177,Carlos Saura,http://mubi.com/cast/carlos-saura
10051,George Cukor,http://mubi.com/cast/george-cukor
10060,William Klein,http://mubi.com/cast/william-klein
10094,Steve James,http://mubi.com/cast/steve-james
10136,John Boorman,http://mubi.com/cast/john-boorman
10155,Leo McCarey,http://mubi.com/cast/leo-mccarey
1469,David Fincher,http://mubi.com/cast/david-fincher
10217,Victor Fleming,http://mubi.com/cast/victor-fleming
30398,Sam Wood,http://mubi.com/cast/sam-wood
871,Olivier Assayas,http://mubi.com/cast/olivier-assayas
10330,Frank Capra,http://mubi.com/cast/frank-capra
5906,Merian C. Cooper,http://mubi.com/cast/merian-c-cooper
5589,Max Ophüls,http://mubi.com/cast/max-ophuls
7391,Jacques Becker,http://mubi.com/cast/jacques-becker
10487,Cecil B. DeMille,http://mubi.com/cast/cecil-b-demille
10563,Maya Deren,http://mubi.com/cast/maya-deren
9446,Alexander Hammid,http://mubi.com/cast/alexander-hammid
2214,Aki Kaurismäki,http://mubi.com/cast/aki-kaurismaki
10669,Nicholas Ray,http://mubi.com/cast/nicholas-ray
10734,Gregory Nava,http://mubi.com/cast/gregory-nava
10776,Gene Kelly,http://mubi.com/cast/gene-kelly
10864,Ray Lawrence,http://mubi.com/cast/ray-lawrence
1528,Wim Wenders,http://mubi.com/cast/wim-wenders
10922,Christoffer Boe,http://mubi.com/cast/christoffer-boe
10950,Hal Hartley,http://mubi.com/cast/hal-hartley
11003,Bent Hamer,http://mubi.com/cast/bent-hamer
3285,Roberto Rossellini,http://mubi.com/cast/roberto-rossellini
11099,Jonathan Nossiter,http://mubi.com/cast/jonathan-nossiter
127,Jean-Pierre Limosin,http://mubi.com/cast/jean-pierre-limosin
11113,Todd Solondz,http://mubi.com/cast/todd-solondz
11122,Hany Abu-Assad,http://mubi.com/cast/hany-abu-assad
11131,Timothy Quay,http://mubi.com/cast/timothy-quay
11130,Stephen Quay,http://mubi.com/cast/stephen-quay
1658,Jacques Rivette,http://mubi.com/cast/jacques-rivette
11229,Stephen Frears,http://mubi.com/cast/stephen-frears
11255,Deepa Mehta,http://mubi.com/cast/deepa-mehta
11292,Andrea Arnold,http://mubi.com/cast/andrea-arnold
11300,Michael Winterbottom,http://mubi.com/cast/michael-winterbottom
11327,Stephen Kijak,http://mubi.com/cast/stephen-kijak
11337,Perry Ogden,http://mubi.com/cast/perry-ogden
11340,Amma Asante,http://mubi.com/cast/amma-asante
10943,James Toback,http://mubi.com/cast/james-toback
11359,Steven Sebring,http://mubi.com/cast/steven-sebring
11756,Mike Hodges,http://mubi.com/cast/mike-hodges
11765,Tod Browning,http://mubi.com/cast/tod-browning
6266,Shôhei Imamura,http://mubi.com/cast/shohei-imamura
14921,Vincente Minnelli,http://mubi.com/cast/vincente-minnelli
11807,Andrew Dominik,http://mubi.com/cast/andrew-dominik
11820,Cate Shortland,http://mubi.com/cast/cate-shortland
11850,Ira Sachs,http://mubi.com/cast/ira-sachs
11028,Brad Anderson,http://mubi.com/cast/brad-anderson
11866,Richard Glatzer,http://mubi.com/cast/richard-glatzer
11867,Wash Westmoreland,http://mubi.com/cast/wash-westmoreland
11091,Miranda July,http://mubi.com/cast/miranda-july
11941,Mark Wexler,http://mubi.com/cast/mark-wexler
4416,Sarah Polley,http://mubi.com/cast/sarah-polley
1522,Thomas Vinterberg,http://mubi.com/cast/thomas-vinterberg
12068,Miguel Arteta,http://mubi.com/cast/miguel-arteta
12103,Baltasar Kormákur,http://mubi.com/cast/baltasar-kormakur
12101,Bruce Weber,http://mubi.com/cast/bruce-weber
12020,Michael Hegner,http://mubi.com/cast/michael-hegner
12180,Karsten Kiilerich,http://mubi.com/cast/karsten-kiilerich
12223,Dave Borthwick,http://mubi.com/cast/dave-borthwick
12229,Fernando Trueba,http://mubi.com/cast/fernando-trueba
12260,Bertrand Bonello,http://mubi.com/cast/bertrand-bonello
12386,Stefan Schwietert,http://mubi.com/cast/stefan-schwietert
12394,Patrice Toye,http://mubi.com/cast/patrice-toye
12582,Roger Gnoan M'Bala,http://mubi.com/cast/roger-gnoan-m-bala
11454,Jafar Panahi,http://mubi.com/cast/jafar-panahi
12564,Kyle Henry,http://mubi.com/cast/kyle-henry
12619,Don McKellar,http://mubi.com/cast/don-mckellar
12661,Constantine Giannaris,http://mubi.com/cast/constantine-giannaris
12694,Ariel Rotter,http://mubi.com/cast/ariel-rotter
11033,Dominik Moll,http://mubi.com/cast/dominik-moll
12869,Kenneth Branagh,http://mubi.com/cast/kenneth-branagh
3740,François Ozon,http://mubi.com/cast/francois-ozon
2212,Amos Gitaï,http://mubi.com/cast/amos-gitai
13131,Hugo Santiago,http://mubi.com/cast/hugo-santiago
13097,Gakuryû Ishii,http://mubi.com/cast/gakuryu-ishii
13217,Ruba Nadda,http://mubi.com/cast/ruba-nadda
13261,Erwin Wagenhofer,http://mubi.com/cast/erwin-wagenhofer
13269,Irena Salina,http://mubi.com/cast/irena-salina
13273,Charles Burnett,http://mubi.com/cast/charles-burnett
13299,Tom Kalin,http://mubi.com/cast/tom-kalin
1379,F.W. Murnau,http://mubi.com/cast/f-w-murnau
13409,John Carney,http://mubi.com/cast/john-carney
13480,Peter Bogdanovich,http://mubi.com/cast/peter-bogdanovich
447,Arnaud Desplechin,http://mubi.com/cast/arnaud-desplechin
921,Pascale Ferran,http://mubi.com/cast/pascale-ferran
13648,Fredi M. Murer,http://mubi.com/cast/fredi-m-murer
1028,Fatih Akin,http://mubi.com/cast/fatih-akin
11206,Michele Placido,http://mubi.com/cast/michele-placido
13737,Paul Greengrass,http://mubi.com/cast/paul-greengrass
5419,Patrice Chéreau,http://mubi.com/cast/patrice-chereau
13783,Raoul Peck,http://mubi.com/cast/raoul-peck
11332,Mat Whitecross,http://mubi.com/cast/mat-whitecross
4125,Béla Tarr,http://mubi.com/cast/bela-tarr
13935,D.W. Griffith,http://mubi.com/cast/d-w-griffith
14041,Louis Feuillade,http://mubi.com/cast/louis-feuillade
14091,Peter Yates,http://mubi.com/cast/peter-yates
14092,Peter Watkins,http://mubi.com/cast/peter-watkins
14160,Paul Czinner,http://mubi.com/cast/paul-czinner
14236,Ida Lupino,http://mubi.com/cast/ida-lupino
14239,Joseph H. Lewis,http://mubi.com/cast/joseph-h-lewis
14250,Andrew Bujalski,http://mubi.com/cast/andrew-bujalski
1636,Marguerite Duras,http://mubi.com/cast/marguerite-duras
140,Takeshi Kitano,http://mubi.com/cast/takeshi-kitano
14294,Abel Gance,http://mubi.com/cast/abel-gance
11138,Karim Aïnouz,http://mubi.com/cast/karim-ainouz
14457,Morris Engel,http://mubi.com/cast/morris-engel
14456,Ray Ashley,http://mubi.com/cast/ray-ashley
14458,Ruth Orkin,http://mubi.com/cast/ruth-orkin
12852,Peter Mullan,http://mubi.com/cast/peter-mullan
13695,Cédric Kahn,http://mubi.com/cast/cedric-kahn
2745,Clint Eastwood,http://mubi.com/cast/clint-eastwood
14613,Jonathan Caouette,http://mubi.com/cast/jonathan-caouette
14671,Kamal Amrohi,http://mubi.com/cast/kamal-amrohi
14683,James Ivory,http://mubi.com/cast/james-ivory
14774,Henry Cass,http://mubi.com/cast/henry-cass
14743,Simon Callow,http://mubi.com/cast/simon-callow
14684,Ismail Merchant,http://mubi.com/cast/ismail-merchant
14862,Nicholas Meyer,http://mubi.com/cast/nicholas-meyer
14898,Mark Sandrich,http://mubi.com/cast/mark-sandrich
1278,Sergio Leone,http://mubi.com/cast/sergio-leone
16054,Robert Aldrich,http://mubi.com/cast/robert-aldrich
15000,Zafar Hai,http://mubi.com/cast/zafar-hai
15086,Mel Brooks,http://mubi.com/cast/mel-brooks
14306,Sam Raimi,http://mubi.com/cast/sam-raimi
1187,François Truffaut,http://mubi.com/cast/francois-truffaut
5045,Julio Medem,http://mubi.com/cast/julio-medem
5989,George Lucas,http://mubi.com/cast/george-lucas
15183,Wes Craven,http://mubi.com/cast/wes-craven
178,Hirokazu Kore-eda,http://mubi.com/cast/hirokazu-kore-eda
16021,Ramin Bahrani,http://mubi.com/cast/ramin-bahrani
15251,Donald Cammell,http://mubi.com/cast/donald-cammell
15256,Alan Crosland,http://mubi.com/cast/alan-crosland
15287,Paul Auster,http://mubi.com/cast/paul-auster
8349,Henry Selick,http://mubi.com/cast/henry-selick
15342,Rob Epstein,http://mubi.com/cast/rob-epstein
15365,James Gray,http://mubi.com/cast/james-gray
15423,John Patrick Shanley,http://mubi.com/cast/john-patrick-shanley
11944,Ron Howard,http://mubi.com/cast/ron-howard
15451,Stephen Daldry,http://mubi.com/cast/stephen-daldry
4952,Oliver Stone,http://mubi.com/cast/oliver-stone
15502,Sanjay Leela Bhansali,http://mubi.com/cast/sanjay-leela-bhansali
15550,Marc Forster,http://mubi.com/cast/marc-forster
15562,Sylvie Verheyde,http://mubi.com/cast/sylvie-verheyde
15575,Philip Gröning,http://mubi.com/cast/philip-groning
15617,Hettie Macdonald,http://mubi.com/cast/hettie-macdonald
558,Isabel Coixet,http://mubi.com/cast/isabel-coixet
16822,Sam Mendes,http://mubi.com/cast/sam-mendes
15653,Christine Jeffs,http://mubi.com/cast/christine-jeffs
15676,Cam Archer,http://mubi.com/cast/cam-archer
15685,Morgan Spurlock,http://mubi.com/cast/morgan-spurlock
15702,Michael Moore,http://mubi.com/cast/michael-moore
15800,Frédéric Auburtin,http://mubi.com/cast/frederic-auburtin
15801,Emmanuel Benbihy,http://mubi.com/cast/emmanuel-benbihy
15802,Gurinder Chadha,http://mubi.com/cast/gurinder-chadha
4887,Sylvain Chomet,http://mubi.com/cast/sylvain-chomet
5415,Gérard Depardieu,http://mubi.com/cast/gerard-depardieu
741,Christopher Doyle,http://mubi.com/cast/christopher-doyle
15813,Richard LaGravenese,http://mubi.com/cast/richard-lagravenese
15804,Vincenzo Natali,http://mubi.com/cast/vincenzo-natali
15805,Alexander Payne,http://mubi.com/cast/alexander-payne
102,Bruno Podalydès,http://mubi.com/cast/bruno-podalydes
221,Walter Salles,http://mubi.com/cast/walter-salles
15806,Oliver Schmitz,http://mubi.com/cast/oliver-schmitz
15807,Nobuhiro Suwa,http://mubi.com/cast/nobuhiro-suwa
222,Daniela Thomas,http://mubi.com/cast/daniela-thomas
1013,Tom Tykwer,http://mubi.com/cast/tom-tykwer
15831,Deborah Stratman,http://mubi.com/cast/deborah-stratman
15852,Alexandre Rockwell,http://mubi.com/cast/alexandre-rockwell
15861,Christian Petzold,http://mubi.com/cast/christian-petzold
15870,Joe Wright,http://mubi.com/cast/joe-wright
15954,Marco Brambilla,http://mubi.com/cast/marco-brambilla
15953,Matthew Barney,http://mubi.com/cast/matthew-barney
15952,Marina Abramović,http://mubi.com/cast/marina-abramovic
915,Gaspar Noé,http://mubi.com/cast/gaspar-noe
15955,Richard Prince,http://mubi.com/cast/richard-prince
15944,Sam Taylor-Johnson,http://mubi.com/cast/sam-taylor-johnson
15995,Just Jaeckin,http://mubi.com/cast/just-jaeckin
16032,James Marsh,http://mubi.com/cast/james-marsh
16038,Barry Jenkins,http://mubi.com/cast/barry-jenkins
16043,Bertrand Normand,http://mubi.com/cast/bertrand-normand
16052,Sean McGinly,http://mubi.com/cast/sean-mcginly
11945,John Sayles,http://mubi.com/cast/john-sayles
2624,Victor Sjöström,http://mubi.com/cast/victor-sjostrom
16110,Sophie Fiennes,http://mubi.com/cast/sophie-fiennes
16129,Nanette Burstein,http://mubi.com/cast/nanette-burstein
16161,Marianna Palka,http://mubi.com/cast/marianna-palka
16175,Michael Mann,http://mubi.com/cast/michael-mann
16209,Kevin Macdonald,http://mubi.com/cast/kevin-macdonald
16203,Kathryn Bigelow,http://mubi.com/cast/kathryn-bigelow
16216,Sam Green,http://mubi.com/cast/sam-green
16217,Bill Siegel,http://mubi.com/cast/bill-siegel
16236,Alex Gibney,http://mubi.com/cast/alex-gibney
16251,Alex Holdridge,http://mubi.com/cast/alex-holdridge
16243,Duncan Tucker,http://mubi.com/cast/duncan-tucker
16287,King Vidor,http://mubi.com/cast/king-vidor
15454,Anthony Minghella,http://mubi.com/cast/anthony-minghella
16304,Paweł Pawlikowski,http://mubi.com/cast/pawel-pawlikowski
16315,John Cameron Mitchell,http://mubi.com/cast/john-cameron-mitchell
16319,Mabrouk El Mechri,http://mubi.com/cast/mabrouk-el-mechri
101,Léos Carax,http://mubi.com/cast/leos-carax
4313,Emir Kusturica,http://mubi.com/cast/emir-kusturica
5801,Tony Gilroy,http://mubi.com/cast/tony-gilroy
16390,Chang Yung,http://mubi.com/cast/yung-chang
16426,Tom McCarthy,http://mubi.com/cast/thomas-mccarthy
16416,Mervyn LeRoy,http://mubi.com/cast/mervyn-leroy
3462,Nikita Mikhalkov,http://mubi.com/cast/nikita-mikhalkov
17205,James Mangold,http://mubi.com/cast/james-mangold
16462,Juan Carlos Fresnadillo,http://mubi.com/cast/juan-carlos-fresnadillo
10886,Veit Helmer,http://mubi.com/cast/veit-helmer
16496,Wolfgang Petersen,http://mubi.com/cast/wolfgang-petersen
